mean_yaw,std_yaw,yaw_range,mean_pitch,std_pitch,pitch_range,mean_roll,std_roll,looking_down_ratio,mean_downward_severity,max_downward_severity,forward_ratio,away_ratio,face_visible_ratio,head_movement,orientation_change_rate,mean_confidence,label
0.01280741234411295,0.045029905792331744,0.18954961957763025,0.5484843314401939,0.01598545760649402,0.09050977520228831,4.151151701076274,2.242711748675174,0.0,0.0008389356570372643,0.046998235744653005,1.0,0.0,1.0,0.022370962572357357,0.0,0.9500280655804453,Engaged
0.0006301784778300945,0.02612796276476455,0.17897794968510813,0.5415927057869659,0.007910921032542678,0.06835355703389889,4.997691005992537,1.2695007468884223,0.0,0.0,0.0,1.0,0.0,1.0,0.019599916464566196,0.0,0.9504174844498203,Engaged
0.028526992277005888,0.04538946022531932,0.16149854176305636,0.5489022118254943,0.016332298296931086,0.08278847865076766,3.866853751284922,2.2882632035993,0.0,1.4017203860216115e-06,0.00044294364198282926,1.0,0.0,1.0,0.02819818386741195,0.0,0.9492003217905383,Engaged
0.046112477973445296,0.052965366225535965,0.19331479023660708,0.5597842561004125,0.019037891070678988,0.0888992922575147,3.5075784824066663,2.6684074570847107,0.0,6.461489885284701e-05,0.0179024110898315,1.0,0.0,1.0,0.036731988790366855,0.0,0.9479670016923537,Engaged
0.04127871586482084,0.054590028066880576,0.19331479023660708,0.5685528841261631,0.013233681762908359,0.09567158809837673,3.6451968404267343,2.662528988538348,0.0,0.0002486768748633334,0.03725182777800873,1.0,0.0,1.0,0.039835279430436125,0.0,0.9475105710235643,Engaged
0.02387936895027711,0.05424618461291479,0.3408738890433964,0.5753022862773727,0.022020493015786766,0.10626107684920572,5.250002287468649,3.9630304485123182,0.0,0.00872275156359863,0.14808917020641482,1.0,0.0,1.0,0.03563651040858712,0.0,0.9472070253256596,Engaged
0.07213936195239928,0.09960787752376538,0.3928030050324057,0.5648421717748101,0.02777205993577466,0.16454144123508924,-0.4042392464900625,9.771898579289793,0.0,0.008609843484015597,0.14808917020641482,1.0,0.0,1.0,0.029718681882403168,0.0,0.9447275066232107,Engaged
0.11648133311786982,0.08847296636403437,0.3928030050324057,0.5561909201689489,0.029357874708391102,0.16454144123508924,-4.954382998208701,9.451386315903125,0.0,0.008479938339920638,0.14808917020641482,1.0,0.0,1.0,0.026036509896560266,0.0,0.9431305343454535,Engaged
0.044298414704097455,0.11915402521088736,0.4651009094507611,0.5568765771213938,0.029690242935827695,0.13531922297986465,0.8920692151238667,4.5872457764049575,0.0,0.0041192130637227415,0.1294996596023422,1.0,0.0,1.0,0.025113554727324107,0.0,0.9470450715916602,Neutral
-0.005132928246548982,0.1466856775174576,0.6136768631329148,0.5630190787562699,0.030693965967113043,0.14079389698129774,0.6369071629896443,5.042894761046868,0.0,0.007204256206646672,0.1294996596023422,0.9939024390243902,0.006097560975609756,1.0,0.028095897700998417,0.012232415902140673,0.946245851494917,Neutral
0.06766623959912074,0.21736182993043865,0.978537332500848,0.5610230712575837,0.04222749172354946,0.19707552166111575,0.7558218177748822,5.642234503249288,0.0,0.009751794156389928,0.1294996596023422,0.890625,0.109375,1.0,0.03492115378906141,0.018808777429467086,0.9450296271592379,Neutral
0.05941968226904216,0.21736205223075356,0.978537332500848,0.5644344919966462,0.0413752702004715,0.18985371023122222,2.816524324495615,4.841636711678173,0.0,0.008409826324087776,0.10886591265978923,0.8926380368098159,0.10736196319018405,1.0,0.035305318083413535,0.018461538461538463,0.9434493352299088,Neutral
-0.021040716774324394,0.24996402308804355,1.0204391648720308,0.5573114901196868,0.03787899901563839,0.17909340898555137,4.027993550033893,4.516960678559285,0.0,0.004780744687503883,0.07812219481501538,0.8246153846153846,0.1753846153846154,1.0,0.033600447044285324,0.06172839506172839,0.9424906112597539,Neutral
-0.1377431097728716,0.24809533609725976,1.0719769280750004,0.554026683007289,0.03227003192017121,0.1390564099306113,5.647504336571771,3.0653102182282077,0.0,0.0033878273730976616,0.07458840556765775,0.746177370030581,0.25382262996941896,1.0,0.03159060581105817,0.0736196319018405,0.9423482503730587,Neutral
-0.10002961102882167,0.2819145064032931,1.0764129519121193,0.5479096797404652,0.032241030845140795,0.14534795840118642,4.815739023604794,3.5894121451841348,0.0,0.0038919391944196207,0.09256425834072951,0.718266253869969,0.28173374613003094,1.0,0.03345801145382215,0.08074534161490683,0.9435212470060531,Neutral
0.005438171337858364,0.256475995354761,1.0764129519121193,0.5533327755786119,0.03462846456136579,0.14534795840118642,3.4218583624456747,3.559973209665195,0.0,0.004390929150619676,0.09256425834072951,0.7938461538461539,0.20615384615384616,1.0,0.03203378810584397,0.021604938271604937,0.9456856435995835,Neutral
0.10703452964324302,0.13299841789251166,0.5937814119467762,0.561528762889446,0.03023072814531849,0.1366695129034276,1.70660001475684,2.563525138984827,0.0,0.0032791744434900794,0.09256425834072951,0.9049079754601227,0.0950920245398773,1.0,0.0284509272171702,0.012307692307692308,0.946860101691053,Neutral
1.049634441220359,1.2929420160414122,5.2916431587651385,0.6058587812771693,0.22394685425174207,0.7120988674666127,-8.251290924512116,15.67647501336378,0.359375,0.29168561141063265,1.0,0.071875,0.928125,1.0,0.19813292119375167,0.025078369905956112,0.9089014180004596,Low Engagement
0.9322708901106374,1.4330760482769243,4.864109116260757,0.5009945722400435,0.16406514035951833,0.6317859541661375,-4.377640043816278,17.44161939212744,0.1574074074074074,0.11743619420976271,1.0,0.043209876543209874,0.9567901234567902,1.0,0.20870602476643452,0.021671826625386997,0.9105923999974757,Low Engagement
0.47109574887873384,1.5128061670431179,4.932867821670458,0.4130535066734809,0.042499842137298426,0.29042984809716016,-1.9333832103177953,16.381680283902227,0.0,0.0006226788340780747,0.09659445585790223,0.20923076923076922,0.7907692307692308,1.0,0.18890518676068957,0.015432098765432098,0.9085703103358929,Low Engagement
-0.23132324439223298,0.6883034656853166,3.8297072902378124,0.44180189657241686,0.10213186833746554,0.5950638170950998,6.222048274413384,8.331075845969162,0.05263157894736842,0.03353500225882284,0.9454359869505383,0.3281733746130031,0.6718266253869969,1.0,0.09946682746025766,0.024844720496894408,0.9078868647847014,Low Engagement
